date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:58:24	12520/12520	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:06:36%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-italic-latin-ext.woff2	C:/My%20Web%20Sites/newasd/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-italic-latin-ext.woff2	(from https://www.classcentral.com/)
16:58:24	15280/15280	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:05:15%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-italic-latin.woff2	C:/My%20Web%20Sites/newasd/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-italic-latin.woff2	(from https://www.classcentral.com/)
16:58:24	6868/6868	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:06:36%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-cyrillic-ext.woff2	C:/My%20Web%20Sites/newasd/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-cyrillic-ext.woff2	(from https://www.classcentral.com/)
16:58:25	9684/9684	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:06:36%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-cyrillic.woff2	C:/My%20Web%20Sites/newasd/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-cyrillic.woff2	(from https://www.classcentral.com/)
16:58:25	7376/7376	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:05:15%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-greek-ext.woff2	C:/My%20Web%20Sites/newasd/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-greek-ext.woff2	(from https://www.classcentral.com/)
16:58:26	8444/8444	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:06:36%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-greek.woff2	C:/My%20Web%20Sites/newasd/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-greek.woff2	(from https://www.classcentral.com/)
16:58:26	5804/5804	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:06:36%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-vietnamese.woff2	C:/My%20Web%20Sites/newasd/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-vietnamese.woff2	(from https://www.classcentral.com/)
16:58:27	14960/14960	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:06:36%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-latin-ext.woff2	C:/My%20Web%20Sites/newasd/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-latin-ext.woff2	(from https://www.classcentral.com/)
16:58:27	16112/16112	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:06:36%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-latin.woff2	C:/My%20Web%20Sites/newasd/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-latin.woff2	(from https://www.classcentral.com/)
16:58:27	6816/6816	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:06:36%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-cyrillic-ext.woff2	C:/My%20Web%20Sites/newasd/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-cyrillic-ext.woff2	(from https://www.classcentral.com/)
16:58:28	9696/9696	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:06:36%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-cyrillic.woff2	C:/My%20Web%20Sites/newasd/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-cyrillic.woff2	(from https://www.classcentral.com/)
16:58:28	7244/7244	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:05:15%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-greek-ext.woff2	C:/My%20Web%20Sites/newasd/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-greek-ext.woff2	(from https://www.classcentral.com/)
16:58:28	8248/8248	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:06:36%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-greek.woff2	C:/My%20Web%20Sites/newasd/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-greek.woff2	(from https://www.classcentral.com/)
16:58:28	5784/5784	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:06:36%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-vietnamese.woff2	C:/My%20Web%20Sites/newasd/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-vietnamese.woff2	(from https://www.classcentral.com/)
16:58:29	15016/15016	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:05:15%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-latin-ext.woff2	C:/My%20Web%20Sites/newasd/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-latin-ext.woff2	(from https://www.classcentral.com/)
16:58:29	15948/15948	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:06:36%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-latin.woff2	C:/My%20Web%20Sites/newasd/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-latin.woff2	(from https://www.classcentral.com/)
16:58:29	6696/6696	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:05:15%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-cyrillic-ext.woff2	C:/My%20Web%20Sites/newasd/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-cyrillic-ext.woff2	(from https://www.classcentral.com/)
16:58:29	9540/9540	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:05:15%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-cyrillic.woff2	C:/My%20Web%20Sites/newasd/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-cyrillic.woff2	(from https://www.classcentral.com/)
16:58:29	7360/7360	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:05:15%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-greek-ext.woff2	C:/My%20Web%20Sites/newasd/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-greek-ext.woff2	(from https://www.classcentral.com/)
16:58:30	8280/8280	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:06:36%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-greek.woff2	C:/My%20Web%20Sites/newasd/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-greek.woff2	(from https://www.classcentral.com/)
16:58:30	5676/5676	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:05:15%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-vietnamese.woff2	C:/My%20Web%20Sites/newasd/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-vietnamese.woff2	(from https://www.classcentral.com/)
16:58:31	14808/14808	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:05:15%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-latin-ext.woff2	C:/My%20Web%20Sites/newasd/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-latin-ext.woff2	(from https://www.classcentral.com/)
16:58:32	15764/15764	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:05:15%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-latin.woff2	C:/My%20Web%20Sites/newasd/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-latin.woff2	(from https://www.classcentral.com/)
16:58:32	990/990	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Feb%202023%2002:06:36%20GMT	https://www.classcentral.com/images/fade-gradient.png	C:/My%20Web%20Sites/newasd/www.classcentral.com/images/fade-gradient.png	(from https://www.classcentral.com/)
16:58:33	50234/50234	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2010%20Jan%202023%2021:29:14%20GMT	http://www.google-analytics.com/analytics.js	C:/My%20Web%20Sites/newasd/www.google-analytics.com/analytics.js	(from https://www.classcentral.com/)
16:58:34	600215/600215	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Feb%202023%2008:58:34%20GMT	https://www.classcentral.com/rankings	C:/My%20Web%20Sites/newasd/www.classcentral.com/rankings.html	(from https://www.classcentral.com/)
16:58:35	592972/592972	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Feb%202023%2008:58:35%20GMT	https://www.classcentral.com/collections	C:/My%20Web%20Sites/newasd/www.classcentral.com/collections.html	(from https://www.classcentral.com/)
16:58:36	575523/575523	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Feb%202023%2008:58:35%20GMT	https://www.classcentral.com/subjects	C:/My%20Web%20Sites/newasd/www.classcentral.com/subjects.html	(from https://www.classcentral.com/)
16:58:36	891633/891633	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Feb%202023%2008:58:36%20GMT	https://www.classcentral.com/subject/cs	C:/My%20Web%20Sites/newasd/www.classcentral.com/subject/cs.html	(from https://www.classcentral.com/)
16:58:37	7720/7720	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2026%20Feb%202023%2008:58:37%20GMT	https://www.classcentral.com/subject/maths	C:/My%20Web%20Sites/newasd/www.classcentral.com/subject/maths	(from https://www.classcentral.com/)
16:58:37	7967/7967	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2026%20Feb%202023%2008:58:38%20GMT	https://www.classcentral.com/subject/business	C:/My%20Web%20Sites/newasd/www.classcentral.com/subject/business.2a.delayed	(from https://www.classcentral.com/)
16:58:37	847816/847816	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Feb%202023%2008:58:37%20GMT	https://www.classcentral.com/subject/health	C:/My%20Web%20Sites/newasd/www.classcentral.com/subject/health.html	(from https://www.classcentral.com/)
16:58:38	7743/7743	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2026%20Feb%202023%2008:58:38%20GMT	https://www.classcentral.com/subject/humanities	C:/My%20Web%20Sites/newasd/www.classcentral.com/subject/humanities	(from https://www.classcentral.com/)
16:58:38	7959/7959	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2026%20Feb%202023%2008:58:38%20GMT	https://www.classcentral.com/subject/engineering	C:/My%20Web%20Sites/newasd/www.classcentral.com/subject/engineering.2c.delayed	(from https://www.classcentral.com/)
16:58:40	842994/842994	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Feb%202023%2008:58:40%20GMT	https://www.classcentral.com/subject/science	C:/My%20Web%20Sites/newasd/www.classcentral.com/subject/science.html	(from https://www.classcentral.com/)
16:58:42	792786/792786	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Feb%202023%2008:58:41%20GMT	https://www.classcentral.com/subject/education	C:/My%20Web%20Sites/newasd/www.classcentral.com/subject/education.html	(from https://www.classcentral.com/)
16:58:42	7759/7759	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2026%20Feb%202023%2008:58:42%20GMT	https://www.classcentral.com/subject/art-and-design	C:/My%20Web%20Sites/newasd/www.classcentral.com/subject/art-and-design	(from https://www.classcentral.com/)
16:58:43	826866/826866	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Feb%202023%2008:58:42%20GMT	https://www.classcentral.com/subject/social-sciences	C:/My%20Web%20Sites/newasd/www.classcentral.com/subject/social-sciences.html	(from https://www.classcentral.com/)
16:58:45	843352/843352	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Feb%202023%2008:58:44%20GMT	https://www.classcentral.com/subject/data-science	C:/My%20Web%20Sites/newasd/www.classcentral.com/subject/data-science.html	(from https://www.classcentral.com/)
16:58:45	7849/7849	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2026%20Feb%202023%2008:58:45%20GMT	https://www.classcentral.com/subject/personal-development	C:/My%20Web%20Sites/newasd/www.classcentral.com/subject/personal-development	(from https://www.classcentral.com/)
16:58:46	7941/7941	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Sun,%2026%20Feb%202023%2008:58:46%20GMT	https://www.classcentral.com/subject/infosec	C:/My%20Web%20Sites/newasd/www.classcentral.com/subject/infosec.34.delayed	(from https://www.classcentral.com/)
16:58:46	876719/876719	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Feb%202023%2008:58:45%20GMT	https://www.classcentral.com/subject/programming-and-software-development	C:/My%20Web%20Sites/newasd/www.classcentral.com/subject/programming-and-software-development.html	(from https://www.classcentral.com/)
16:58:48	3026726/3026726	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Feb%202023%2008:58:48%20GMT	https://www.classcentral.com/universities	C:/My%20Web%20Sites/newasd/www.classcentral.com/universities.html	(from https://www.classcentral.com/)
16:58:49	4282/4282	---M--	200	added ('OK')	image/png	date:Wed,%2004%20Jan%202023%2012:59:08%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fbest-courses%2Fmini-banner-best-of-all-time.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=d9866ee3df3a50272132b746506802ee	C:/My%20Web%20Sites/newasd/ccweb.imgix.net/https_/www.classcentral.com/images/best-courses/mini-banner-best-of-all-time3e68.png	(from https://www.classcentral.com/)
16:58:49	170047/170047	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Feb%202023%2006:32:46%20GMT	https://www.classcentral.com/report/	C:/My%20Web%20Sites/newasd/www.classcentral.com/report/index.html	(from https://www.classcentral.com/)
16:58:49	838217/838217	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Feb%202023%2008:58:49%20GMT	https://www.classcentral.com/collection/top-free-online-courses	C:/My%20Web%20Sites/newasd/www.classcentral.com/collection/top-free-online-courses.html	(from https://www.classcentral.com/)
16:58:49	33057/33057	---M--	200	added ('OK')	image/png	date:Sun,%2026%20Feb%202023%2004:37:25%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fbest-courses%2Fmini-banner-best-of-all-time.png?auto=format&h=420&ixlib=php-3.3.1&s=11c7448eb8908a8cc785e26ec27de650	C:/My%20Web%20Sites/newasd/ccweb.imgix.net/https_/www.classcentral.com/images/best-courses/mini-banner-best-of-all-timec7ac.png	(from https://www.classcentral.com/)
16:58:49	4168/4168	---M--	200	added ('OK')	image/png	date:Sat,%2025%20Feb%202023%2009:57:29%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fbest-courses%2Fmini-banner-most-popular-of-all-time.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=6b9b3ca668420c3d807c332c51ee7f2c	C:/My%20Web%20Sites/newasd/ccweb.imgix.net/https_/www.classcentral.com/images/best-courses/mini-banner-most-popular-of-all-time0931.png	(from https://www.classcentral.com/)
16:58:50	35437/35437	---M--	200	added ('OK')	image/png	date:Sat,%2025%20Feb%202023%2012:06:37%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fbest-courses%2Fmini-banner-most-popular-of-all-time.png?auto=format&h=420&ixlib=php-3.3.1&s=8ddc221d6528da20924c85c064e17572	C:/My%20Web%20Sites/newasd/ccweb.imgix.net/https_/www.classcentral.com/images/best-courses/mini-banner-most-popular-of-all-time45d9.png	(from https://www.classcentral.com/)
16:58:50	198758/198758	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Feb%202023%2006:36:10%20GMT	https://www.classcentral.com/report/most-popular-online-courses/	C:/My%20Web%20Sites/newasd/www.classcentral.com/report/most-popular-online-courses/index.html	(from https://www.classcentral.com/)
16:58:52	145498/145498	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Feb%202023%2006:34:45%20GMT	https://www.classcentral.com/report/best-free-online-courses-2022/	C:/My%20Web%20Sites/newasd/www.classcentral.com/report/best-free-online-courses-2022/index.html	(from https://www.classcentral.com/)
16:58:53	176839/176839	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Feb%202023%2006:46:35%20GMT	https://www.classcentral.com/report/most-popular-courses-2022/	C:/My%20Web%20Sites/newasd/www.classcentral.com/report/most-popular-courses-2022/index.html	(from https://www.classcentral.com/)
16:58:53	153545/153545	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Feb%202023%2007:01:13%20GMT	https://www.classcentral.com/report/best-free-online-courses-2021/	C:/My%20Web%20Sites/newasd/www.classcentral.com/report/best-free-online-courses-2021/index.html	(from https://www.classcentral.com/)
16:58:53	816516/816516	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Feb%202023%2008:58:51%20GMT	https://www.classcentral.com/collection/ivy-league-moocs	C:/My%20Web%20Sites/newasd/www.classcentral.com/collection/ivy-league-moocs.html	(from https://www.classcentral.com/)
16:58:53	6215/6215	---M--	200	added ('OK')	image/jpeg	date:Wed,%2004%20Jan%202023%2012:57:49%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-ivy-league-moocs-social.jpg?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=0d3af0d0d31cdbdc684a726b330a759f	C:/My%20Web%20Sites/newasd/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-ivy-league-moocs-social5b92.jpg	(from https://www.classcentral.com/)
16:58:53	178716/178716	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Feb%202023%2007:25:33%20GMT	https://www.classcentral.com/report/100-most-popular-online-courses-2021/	C:/My%20Web%20Sites/newasd/www.classcentral.com/report/100-most-popular-online-courses-2021/index.html	(from https://www.classcentral.com/)
16:58:53	50744/50744	---M--	200	added ('OK')	image/jpeg	date:Sat,%2025%20Feb%202023%2010:26:09%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-ivy-league-moocs-social.jpg?auto=format&h=420&ixlib=php-3.3.1&s=c49b305f32e1e971696b9852e3971c6b	C:/My%20Web%20Sites/newasd/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-ivy-league-moocs-social1fe9.jpg	(from https://www.classcentral.com/)
16:58:53	5751/5751	---M--	200	added ('OK')	image/png	date:Thu,%2006%20Oct%202022%2018:19:59%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-coursera-free-courses.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=dbef6e5a11e80f652ab6a5ce5eb593b8	C:/My%20Web%20Sites/newasd/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-coursera-free-coursesd038.png	(from https://www.classcentral.com/)
16:58:54	96645/96645	---M--	200	added ('OK')	image/png	date:Sat,%2025%20Feb%202023%2021:02:46%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-coursera-free-courses.png?auto=format&h=420&ixlib=php-3.3.1&s=9044610de77ddba19697f770dd2531c7	C:/My%20Web%20Sites/newasd/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-coursera-free-courses08e8.png	(from https://www.classcentral.com/)
16:58:54	6083/6083	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Aug%202022%2015:46:49%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-free-certificates.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=f880669c2a69683d851d6be4ee71652e	C:/My%20Web%20Sites/newasd/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-free-certificates7462.png	(from https://www.classcentral.com/)
16:58:54	93874/93874	---M--	200	added ('OK')	image/png	date:Sat,%2025%20Feb%202023%2010:26:10%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-free-certificates.png?auto=format&h=420&ixlib=php-3.3.1&s=bc50a602c38dbf30802649312c6a4474	C:/My%20Web%20Sites/newasd/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-free-certificatesbc95.png	(from https://www.classcentral.com/)
16:58:54	6773/6773	---M--	200	added ('OK')	image/png	date:Sat,%2025%20Feb%202023%2009:28:38%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-google-certs.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=0d0859ee6dce9cd586fcc06d2e5d34ec	C:/My%20Web%20Sites/newasd/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-google-certsa0be.png	(from https://www.classcentral.com/)
16:58:54	29596/29596	---M--	200	added ('OK')	image/png	date:Sat,%2025%20Feb%202023%2010:26:11%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-google-certs.png?auto=format&h=420&ixlib=php-3.3.1&s=ac4c48d612e7961d7335e87451e52ac4	C:/My%20Web%20Sites/newasd/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-google-certsc6f1.png	(from https://www.classcentral.com/)
16:58:55	518623/518623	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Feb%202023%2006:32:46%20GMT	https://www.classcentral.com/report/coursera-free-online-courses/	C:/My%20Web%20Sites/newasd/www.classcentral.com/report/coursera-free-online-courses/index.html	(from https://www.classcentral.com/)
16:58:55	418757/418757	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Feb%202023%2006:32:25%20GMT	https://www.classcentral.com/report/free-certificates/	C:/My%20Web%20Sites/newasd/www.classcentral.com/report/free-certificates/index.html	(from https://www.classcentral.com/)
16:58:56	193998/193998	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Feb%202023%2006:32:51%20GMT	https://www.classcentral.com/report/free-google-certifications/	C:/My%20Web%20Sites/newasd/www.classcentral.com/report/free-google-certifications/index.html	(from https://www.classcentral.com/)
16:58:56	378/378	---MC-	302	error ('Found')	text/html	date:Sun,%2026%20Feb%202023%2008:58:56%20GMT	https://www.classcentral.com/new-online-courses	C:/My%20Web%20Sites/newasd/www.classcentral.com/new-online-courses	(from https://www.classcentral.com/)
